Date,SF_absolute_humidity,SF_relative_humidity,SF_mean_air_temperature,SF_atmospheric_pressure,SF_potential_evaporation,SF_net_radiation,SF_volumetric_water_content,SF_soil_temperature,SF_wind_speed,catchment_daily_precipitation_armley,catchment_daily_precipitation_kildwick,discharge_armley,discharge_kildwick,river_level_snaygill,river_level_kildwick,river_level_kirkstall,headingley_precipitation,malham_precipitation,skipton_snaygill_precipitation,farnley_hall_precipitation,embsay_precipitation,silsden_precipitation,lower_laithe_precipitation
12/04/2019,4.1,67,3.8,1022.8,1.6,4.3,22.6,7.7,2.3,0.000196098,0.000149299,5.55,1.55,0.232,0.277,1.486,0,0,0,0,0,0,0
13/04/2019,3.9,65.6,3.5,1023.2,2,6.9,21.2,7.2,3.2,0.000666894,0.000955565,5.42,1.42,0.221,0.272,1.485,0,0,0,0,0,0,0
14/04/2019,4.2,67.5,3.9,1021.3,1.6,3.4,20.5,6.3,3.6,0.002688757,0.00185314,5.21,1.33,0.21,0.258,1.48,0,0,0,0,0,0,0
15/04/2019,5.6,76.5,6.2,1015.7,2.1,9.3,21.1,7.8,4.6,0.000540201,0.000456439,5.23,1.32,0.186,0.256,1.474,0,0,0,0,0,0,0
16/04/2019,6.6,80.1,8.2,1012.2,1.6,6.3,20.6,9.4,3.2,0.012634888,0.005061457,5.15,1.29,0.181,0.255,1.474,0,0,0,0,0,0,0
17/04/2019,7.1,77,10.1,1016.1,2.3,9.7,19.8,11.6,3.2,4.60E-05,0.000108245,5.06,1.25,0.174,0.251,1.474,0,0,0,0,0,0,0
18/04/2019,7.2,76.2,10.6,1020.7,2.5,9.1,20.1,12.6,3.2,0,0,4.97,1.23,0.179,0.248,1.471,0,0,0,0,0,0,0
19/04/2019,6.6,67.2,11.8,1025.3,2.8,9,18.4,13.2,2.5,6.30E-05,4.34E-08,4.89,1.17,0.178,0.245,1.473,0,0,0,0,0,0,0
20/04/2019,6.1,56.7,13.5,1024.8,3.1,9.4,18.7,14.6,1.7,0,0,4.7,1.12,0.17,0.239,1.469,0,0,0,0,0,0,0
21/04/2019,6.4,60.2,13.5,1013.6,3.9,10.5,17.6,15.3,2.7,2.89E-05,0,4.63,1.1,0.146,0.236,1.466,0,0,0,0,0,0,0
22/04/2019,6.4,61.1,12.6,1001.5,3.4,9.3,17.5,15.2,2.7,0,0,4.6,1.1,0.153,0.236,1.464,0,0,0,0,0,0,0
23/04/2019,7.1,73.8,10.7,994.6,2.2,6.7,17.6,14.4,2.9,0.003784168,0.00018731,4.59,1.08,0.151,0.236,1.467,0,0,0,0,0,0,0
24/04/2019,8.2,80.2,11.3,988,2.2,7.6,17.5,13.9,3.7,3.94464337,4.514885922,5.86,1.31,0.185,0.238,1.468,0.6,5,2.6,0.4,3.8,3,5.2
25/04/2019,7.5,84.6,9.1,992.5,1.4,3.9,19.1,11.5,3.2,3.925531552,3.18867684,6.79,1.33,0.219,0.264,1.497,1,3.8,3.2,1.8,2.6,4.8,2.4
26/04/2019,7,80.6,8.9,998.5,2.1,7.8,22.3,10.3,5,7.095151073,8.162727037,5.59,1.25,0.198,0.249,1.493,3.6,13.6,7.2,3.8,4,4.6,9.8
27/04/2019,6.7,81.6,7.8,995.5,1.8,6.6,23.8,9.6,5.6,7.417459121,8.832003584,8.37,3.13,0.344,0.314,1.489,5.2,11.4,8,9.2,13.4,13.6,7
28/04/2019,6.7,78,8.6,1014,1.8,7.4,26.6,9.9,2.9,0.016361941,0.018476843,7.96,2.89,0.468,0.434,1.523,0,0,0,0,0,0.2,0
29/04/2019,7,85.3,8,1020.6,1.9,8.5,26.2,10.9,1.8,0.007760085,0.010033799,5.7,1.65,0.224,0.306,1.493,0,0,0,0,0,0,0
30/04/2019,7.2,83.3,8.9,1017.8,2,9.4,24.8,11.5,1.9,0.084333385,0.123306589,4.92,1.37,0.165,0.266,1.478,0,0.4,0,0,0,0,0
01/05/2019,7.6,75.1,11.4,1011,1.8,6,24.5,12.4,1.8,0.013587337,0.020899029,4.63,1.28,0.156,0.255,1.47,0,0,0,0,0,0,0
02/05/2019,7.4,80.5,9.7,1007.4,2,8.4,24.6,11.7,3.4,6.866082385,5.443009968,7.34,1.34,0.2,0.262,1.524,4.2,7.8,5,9.8,8.2,9.4,8.4
03/05/2019,5.8,79.6,6.1,1009.8,1.3,3.7,25.2,10.2,2,0.83480738,0.846925709,6.29,1.39,0.181,0.264,1.502,0.6,0,0.6,0.2,0.6,1.4,0.6
04/05/2019,4.9,68.9,5.8,1015.6,2.5,9.7,25.2,8.6,5.3,0.052398958,0.072377638,5,1.24,0.155,0.256,1.487,0,0.2,0,0.4,0,0,0
05/05/2019,5.1,65.1,7.2,1018.7,1.6,4.7,24.8,8.9,1.8,0.011303355,0.027228292,4.59,1.15,0.126,0.243,1.475,0,0,0,0,0,0,0
06/05/2019,5.9,78.2,6.6,1014.4,1.7,7.2,24.9,9.7,2.4,4.253380888,5.756003424,5.4,1.37,0.166,0.243,1.486,3.8,6.4,5.4,1.4,7,4,4.8
07/05/2019,6.5,84.2,7.1,1007.4,1.9,9.1,27.2,10.2,1.9,5.001945986,4.916491203,6.06,1.74,0.194,0.285,1.475,2.8,7.6,3.6,3,5.6,8,4
08/05/2019,7.2,91.3,7.3,989.1,0.9,3.7,29.2,9.3,4,6.19362817,3.853775463,9.53,2.03,0.266,0.314,1.523,6.6,2.2,4.2,6.8,2,8.6,7.8
09/05/2019,6.6,85.8,6.8,993.4,1.1,4.1,31.1,9,3.6,2.049093582,0.639929961,7.64,1.76,0.242,0.309,1.525,1.8,0,0,1.8,0,0.2,2.2
10/05/2019,6,80.2,6.5,1003.6,1.8,8.6,31,9.4,2.4,2.4641743,2.545286917,6.37,1.51,0.157,0.273,1.493,1,2.6,3.2,1.8,7.4,1.8,1.6
11/05/2019,6.6,80.5,8.1,1015.6,2.3,12.2,28.8,11.3,1.6,2.151191122,1.189917455,7.27,1.66,0.238,0.295,1.525,8.2,0.6,2,6.8,1.8,1.6,0
12/05/2019,6.4,73.6,9.3,1029.7,3.2,14.5,30.1,12,2.3,0.000606557,0.001192147,5.47,1.31,0.147,0.264,1.492,0,0,0,0,0,0,0
13/05/2019,6.6,63.7,12.4,1032.3,3.8,14.8,27.6,13.7,2.2,0.005086705,0.012243094,4.81,1.19,0.128,0.249,1.476,0,0,0,0,0,0,0
14/05/2019,7,59,14.3,1027.8,3.8,14.7,26.5,15.9,1.8,0,0,4.61,1.11,0.111,0.241,1.465,0,0,0,0,0,0,0
15/05/2019,6.9,64.7,12.6,1021.2,3.8,14.3,23.7,16.7,2.7,0.003382891,0.002424784,4.4,1.02,0.11,0.232,1.457,0,0,0,0,0,0,0
16/05/2019,6.4,67,11,1015.9,3.8,15.2,22.9,16.4,3.6,0.315455168,0.061579873,4.23,0.962,0.114,0.225,1.458,0.8,0,0,1.4,0,0,0.4
17/05/2019,7.6,73,12,1006.5,3.2,11.6,23,16.1,4,0.109861878,0.019263722,4.24,0.913,0.098,0.219,1.458,0.2,0,0,0,0,0,0.2
18/05/2019,8.4,82.3,11.5,1001.5,1.5,5.3,23.1,14.8,1.7,0.027419554,0.019470783,4.07,0.884,0.092,0.216,1.456,0.2,0,0,0.2,0,0,0
19/05/2019,8.1,75.2,12.4,1004.3,2.2,7.4,21.5,14.8,2,0.006571974,0.010855667,3.99,0.858,0.102,0.214,1.457,0,0,0,0,0,0,0
20/05/2019,7.9,72,12.8,1007.3,2.5,8,21.1,14.7,2.4,0.013993157,0.027476039,3.98,0.828,0.088,0.21,1.452,0,0,0,0,0,0,0
21/05/2019,7.1,66.6,12.6,1011.7,3.6,12.5,20,15.4,3.4,0.000951589,0.000721852,3.87,0.773,0.095,0.205,1.452,0,0,0,0,0,0,0
22/05/2019,6.8,62.1,12.9,1011.8,3.6,11.5,20.2,15.7,3,0.000136629,0.000167087,3.76,0.756,0.097,0.202,1.45,0,0,0,0,0,0,0
23/05/2019,7.3,64,13.3,1009.4,3.1,9,20.6,15.7,3.1,0,0,3.75,0.746,0.072,0.2,1.451,0,0,0,0,0,0,0
24/05/2019,7.4,62.2,13.9,1010,4.5,16.2,20.3,16.9,3.9,0.001267942,0.00107007,3.72,0.717,0.096,0.197,1.451,0,0,0,0,0,0,0
25/05/2019,8.5,73.1,13.6,1010.8,3.1,10.7,20.1,16.6,2.9,6.354365793,8.001921057,3.59,0.706,0.11,0.193,1.448,1.6,23.2,5,1.4,8.8,4.2,5.6
26/05/2019,9.6,76.3,14.7,1003.3,2.7,9.7,22.3,16,4.2,2.806703157,3.282128031,4.59,1.02,0.032,0.214,1.458,2.2,8.2,2.4,1,3.6,2.8,2.6
27/05/2019,7.8,73.7,12.1,1001,3.3,13.7,20.9,15.3,4.1,4.230528481,5.007487669,5.14,1.09,0.147,0.228,1.472,2,10.2,2.2,3.4,6.2,2,4.6
28/05/2019,7.8,84.8,9.8,1007,2.1,9.1,19.9,14.8,2.4,1.174914197,1.236753468,4.93,1.18,0.16,0.249,1.477,2.8,0.8,0.4,1.8,0,0.2,0.8
29/05/2019,7.7,76.7,11.3,1009.1,2.9,10.9,20.3,14.3,3.5,5.743205628,8.653338889,4.56,1.08,0.111,0.234,1.459,1.4,17.2,2.8,0.8,5.8,2.4,5.6
30/05/2019,10.7,74.1,17.2,1009.9,3.8,13.6,20.6,16.3,5.4,3.343143065,4.475973441,5.81,3.94,0.366,0.311,1.473,0.2,27.4,1.4,0,2.2,1.6,3.6
31/05/2019,9.9,69,17,1013.2,3.4,10,20.3,17.2,4,0.045967802,0.107032588,8.29,4.2,0.642,0.483,1.514,0,0.8,0,0,0,0,0
01/06/2019,10.4,73.6,16.6,1011.2,2.5,8.2,18.8,17.1,2.2,0.516324004,0.885330364,6.41,2.54,0.348,0.383,1.498,0.4,1.2,0.4,0.4,0.8,0.4,0
02/06/2019,10.3,70.6,17.1,999.7,3,6.3,19.5,17.2,4.4,0.901438347,1.473370119,5.38,1.91,0.213,0.319,1.475,0,3.2,1.8,0.6,1.2,0.6,0.8
03/06/2019,6.7,54.1,14.8,1002.3,5.1,16.3,19,16.8,4.7,0.210019097,0.307483898,4.97,1.57,0.177,0.293,1.467,0,0.4,0.8,0,0.4,0.4,0.2
04/06/2019,8.8,80.9,12.4,999.3,1.8,5.4,21,15.7,2.8,18.68476607,17.49389855,14.6,3.19,0.34,0.351,1.66,21.4,17,17.8,22.8,18.8,18.8,21.4
05/06/2019,8,76.1,11.9,997.6,2.7,10.1,25.6,14.9,3.2,0.108157714,0.256168312,10.2,3.91,0.648,0.46,1.576,0,1.2,0,0,0,0,0
06/06/2019,7.3,70.4,12.3,1002.2,3.9,14.6,23,15.6,2.3,0.450608761,0.219922287,6.65,2.17,0.306,0.352,1.486,5.8,0.2,0,0.8,0,0,0
07/06/2019,8.8,85.4,11.5,999.7,1.7,5.8,24.9,14.1,2.5,16.08311396,14.95788255,10.8,2.49,0.259,0.334,1.534,10.6,13.4,13.6,9.4,13.8,17.2,14.8
08/06/2019,9.1,86.3,11.9,1000.7,1.6,6.5,27.4,14.1,2.7,5.040025843,5.56157694,12.8,5.08,0.538,0.427,1.571,2.4,4.8,4.8,2.4,6.2,4.6,6.6
09/06/2019,7.6,73.6,12,1012.4,3.2,13.1,25.5,14.9,2.3,1.205350996,0.107283028,10.9,3.38,0.493,0.429,1.541,3.4,0,0,2.4,0,0.4,2.4
10/06/2019,8.5,84.6,11.1,1012.2,2.1,8.7,24.1,14.3,2.5,1.398683458,0.489114656,7.89,2.09,0.3,0.346,1.5,7.6,0,0.4,3.6,0.4,0.4,1.4
11/06/2019,8,83.9,10.3,1011.1,1.3,2.6,26.6,12.7,5.5,11.23505374,9.500978687,8.8,1.85,0.228,0.294,1.47,12,3.6,4.2,9.4,4.6,4.2,12.6
12/06/2019,9.4,92.3,11.2,1003.9,0.9,3.3,30.2,12.2,3.8,11.25704886,10.50255627,14.9,2.82,0.29,0.343,1.542,8.8,9.4,6.8,8.6,9.2,16.4,11.8
13/06/2019,8.8,91.4,10.4,997.1,1.6,7.8,29.8,13.2,2.1,5.478806198,6.720396816,18.5,4.44,0.416,0.392,1.62,4.6,7.4,5.8,4.8,6.4,5.8,4.6
14/06/2019,8.9,85.2,11.8,1001.5,2.1,9.8,30.1,13.7,2.6,1.7834486,2.428052389,15.5,5.77,0.714,0.506,1.577,1.4,3.2,1.6,0.8,1,0.8,1.8
15/06/2019,9.2,85.5,12.3,1004.2,2.1,8.8,31.2,14.2,2.7,4.966995943,5.090705597,13.8,4.67,0.571,0.466,1.576,6.4,8.6,2.2,7,4.6,4,4.2
16/06/2019,9,78,13.4,1006.4,3.2,13.6,31.9,14.6,3.4,4.313863193,6.853747388,11.4,4.35,0.601,0.477,1.547,1.4,12.2,4,0.6,4,2.4,3
17/06/2019,10,80.4,14.5,1007.4,2.7,10.8,30.7,15.5,3.8,0.592152065,0.582084352,11.6,6.18,0.92,0.541,1.518,1.2,0.2,0.4,1,1,0,0.2
18/06/2019,9.5,74.8,15.2,1006.7,3.4,13.6,29.8,16.5,2,4.309583484,5.687050913,10.1,3.81,0.537,0.468,1.524,4.8,6.4,4.6,3.4,4.6,3,2.8
19/06/2019,9.6,78.9,14.4,1001.9,2.8,11,30.6,16.8,2.1,0.530892429,0.660383489,9.01,3.5,0.461,0.417,1.498,0,1.8,0,0.2,0.2,0.2,0.2
20/06/2019,7.3,66.3,13,1004.3,3.9,13.6,29.7,15.9,3,0.252325717,0.417785132,7.53,2.54,0.316,0.374,1.491,0,0.8,0,0,0,0.4,0
21/06/2019,7.1,63.9,13.3,1012.1,3.9,13.3,27,15.4,2.4,0.000764619,0.001705052,6.5,2.03,0.249,0.33,1.469,0,0,0,0,0,0,0
22/06/2019,8.7,71.7,14.4,1015.2,4.2,15.6,26,15.9,2.2,0,0,5.86,1.73,0.172,0.302,1.454,0,0,0,0,0,0,0
23/06/2019,10,81.9,14.3,1014.1,2.7,10.6,24.7,16.3,2.6,4.160285913,3.969273266,6.79,1.59,0.144,0.285,1.446,3.6,6.2,2.2,3.4,2.2,3.4,2.2
24/06/2019,12.7,92.8,16,1010.8,1.4,5.9,30.2,16.2,2.2,2.026874928,1.656603152,6.69,1.6,0.134,0.284,1.495,2.2,1,2,5,2,2.4,2.2
25/06/2019,10.9,93.8,13.4,1016.1,0.9,3.4,33.8,15.7,4,5.983732517,4.214105444,8.47,1.7,0.186,0.298,1.5,5.8,2.8,4.2,7.6,1.4,6.2,6.4
26/06/2019,9.5,89.3,12,1024.9,1.2,4.4,32.6,14.5,2.6,0.00164299,0.003008115,6.86,1.45,0.124,0.279,1.475,0,0,0,0,0.4,0,0
27/06/2019,9.6,82.6,13.4,1025.9,4.1,17.9,31.2,15.1,1.8,0.000694581,0.001140806,5.72,1.27,0.093,0.261,1.446,0,0,0,0,0,0,0
28/06/2019,10,82.4,14.2,1020.2,3.6,16.3,29.3,16.7,2.9,0.005395231,0.012968083,5.37,1.18,0.06,0.249,1.436,0,0,0,0,0,0,0
29/06/2019,12.8,80.1,18.8,1008.7,4.6,17.5,28.5,18.1,2.6,0.008302611,0.019544042,5.18,1.12,0.013,0.245,,0,0,0,0,0,0,0
30/06/2019,10.2,69.3,17.4,1006.3,3.3,8.1,26.3,17.8,3.9,1.148593208,1.272283475,5.16,1.05,-0.003,0.237,,1.4,4.2,0.6,0,0.6,0.2,2.2
01/07/2019,9.3,72.2,15.1,1011.7,4.1,15.7,26.6,16.7,4.7,0.666442453,1.19624991,5,1.06,0.055,0.236,1.453,0.4,2.2,1,0,0.4,0.2,0.4
02/07/2019,7.9,66.2,14.2,1019.1,3.2,9.7,25.5,15.8,2.5,0.020536672,0.045623776,4.9,1.02,0.045,0.236,1.449,0,0,0,0,0,0,0
03/07/2019,8.4,68,14.7,1021.5,4.5,16.5,25,15.9,1.6,0,0,4.86,0.962,0.04,0.226,1.446,0,0,0,0,0.2,0,0
04/07/2019,9.6,71.2,16.1,1017.6,4.3,15.5,23.5,16.4,2.8,0,0,4.83,0.908,0.012,0.223,1.448,0,0,0,0,0,0,0
05/07/2019,10.1,70.4,17,1011.5,4,13.4,22.3,16.7,3.5,0.160904725,0.103610811,4.71,0.872,-0.003,0.217,1.441,0.2,0,0,0.2,0,0,0.4
06/07/2019,9.9,74.2,15.8,1007.4,3.7,13.5,22.7,16.9,2.2,0.000920404,0.001658128,4.56,0.815,-0.021,0.213,1.444,0,0,0,0,0,0,0
07/07/2019,8.6,73.1,13.8,1012,3,10.7,21.8,15.9,1.2,0.002210079,0.005145222,4.52,0.775,0.004,0.207,1.44,0,0,0,0,0,0,0
08/07/2019,8.8,74.1,14,1015.8,3.2,11.9,20.9,15.6,1.4,2.367488314,2.524088141,4.63,0.75,-0.014,0.201,1.439,1.6,3.2,1.6,1.2,1.4,2,2.6
09/07/2019,10.9,86.9,14.6,1014.4,1.6,5.8,23.3,15.6,1.9,0.689673642,0.945650307,4.63,0.788,-0.022,0.206,1.439,1.2,1.4,0.4,0.4,0,0.6,0.2
10/07/2019,11.6,79.8,17.3,1010.2,2.5,8.4,23.9,16.1,1.6,1.889540692,2.722586761,4.52,0.79,-0.037,0.206,1.434,0.4,4.8,2.8,0.6,0,1,2.2
11/07/2019,11.6,76.3,18.1,1005,3.9,13.4,21.8,16.8,2.9,0.506007066,0.195951143,4.5,0.825,-0.005,0.215,1.43,0,0.2,0,0.6,0,0,1.4
12/07/2019,11.2,77.2,17.2,1008.6,3.6,12.8,22.1,17,2.4,0.304203029,0.03128559,4.43,0.752,-0.013,0.205,1.441,3.2,0,0,0.4,0,0,0
13/07/2019,11.4,80.8,16.7,1016.2,3.2,12.3,26.7,16.9,1.8,0.826870414,0.161437462,4.65,0.709,-0.035,0.199,1.436,4.8,0,0,3.4,0,0.6,0.2
14/07/2019,10.4,80.6,15.3,1018.7,3.1,11.3,29.4,16.7,1.7,0.003164647,0.000314676,4.24,0.692,-0.001,0.195,1.436,0,0,0,0,0,0,0
15/07/2019,10,74.4,16.2,1016.2,4.3,15.4,27.3,16.2,1.2,1.86E-05,4.16E-05,4.19,0.684,-0.03,0.195,1.431,0,0,0,0,0,0,0
16/07/2019,10.3,69.9,17.8,1012.3,4.4,13.9,24.8,16.5,1.7,4.79E-05,1.29E-06,4.1,0.66,-0.062,0.192,1.431,0,0,0,0,0,0,0
17/07/2019,10.3,70.7,17.4,1006.3,3.7,11.4,23.9,16.5,2.4,0.816871334,1.170172516,4.11,0.656,-0.013,0.189,1.429,1,3.4,0.4,0.8,0,0.4,0.2
18/07/2019,9.7,69.5,16.6,1002.2,3.4,10.4,23.3,16.4,2.9,1.149304838,1.307188967,4.02,0.664,-0.004,0.192,1.428,0.4,0.6,1.6,0.6,0,1.8,1
19/07/2019,11.5,89.1,15,1001.3,1.3,4.4,24.9,15.5,3,10.27554914,9.517066506,7.32,0.908,0.021,0.215,1.468,7.2,9.2,9,8.4,0,14.2,20.4
20/07/2019,10.9,77.6,16.7,999.4,3.4,11.2,26.7,15.9,4,0.293290347,0.281264218,5.22,0.817,0,0.222,1.476,0,0.8,0,0,0,0,0.6
21/07/2019,10.6,73.2,17.3,1010.6,3.3,9.5,25.9,15.8,3.2,5.258039296,7.247339155,4.7,0.797,0.001,0.203,1.438,1.2,7.8,4.4,1,0,3.8,5.6
22/07/2019,13.1,70.8,21.4,1010.9,4.7,14.1,26.6,17.3,4.2,0.005969043,0.013949161,4.96,0.913,-0.025,0.219,1.445,0,0.2,0,0,0,0,0
23/07/2019,13.5,71.8,21.9,1011,5.3,17.2,22.6,18.2,2.5,17.00061314,15.90002383,7.58,0.919,-0.132,0.205,1.434,11,16.4,13.4,10,15.8,23,20.8
24/07/2019,14.5,77.3,21.6,1005.7,4.3,14.8,27.5,19,2.2,0.003096177,0.000406183,10.4,1.49,-0.006,0.261,1.548,0,0,0,0,0,0,0
25/07/2019,14.7,70.4,24,1004.2,5.5,15.4,26.3,19.1,2.5,1.656121651,2.403598534,5.71,0.927,-0.167,0.231,1.447,0,2.4,3.2,0,2,1.8,2.8
26/07/2019,14.3,78.6,20.9,1003.6,2.1,5.6,23.6,19.2,1.8,2.310649015,2.20920256,5.21,0.826,-0.179,0.214,1.434,3.4,2,1.8,2.4,2.4,2.8,1.6
27/07/2019,12.4,92.2,15.8,1001,0.6,0.9,30.2,17.6,3,22.19910845,20.76806246,15.1,2.16,0.185,0.293,1.575,12.8,16.2,17.8,18,17.2,18.6,24.4
28/07/2019,13.8,90.6,17.9,998.4,1.4,5.2,30.5,17.1,2.2,22.18559133,19.63336841,25,4.96,0.336,0.383,1.582,14.8,12.8,17.2,12,20.4,30.4,22
29/07/2019,11.4,75.3,18.2,1001.1,3.3,11.7,32.7,17.3,2.2,0.343751566,0.554803261,20.9,5.88,0.951,0.604,1.686,0.4,0.6,0,0.2,0.4,0.8,0.2
30/07/2019,12.3,83.8,17.5,999.3,2.6,8.4,32.7,17.2,2.5,18.49807311,23.18022495,19.2,7.78,0.631,0.427,1.572,15.4,85.2,8,8.2,16.2,10.4,14.6
31/07/2019,12.9,87.8,17.3,1001.9,2.4,8.9,34,17.3,3.1,3.445472604,4.253785107,23.2,10.2,1.591,0.778,1.648,1.6,2.4,2,6.8,0.8,0.4,4.6
01/08/2019,11.9,79.3,17.8,1011.5,3.3,10.7,34,17.2,3.5,0.067108106,0.100343222,15.4,6.09,0.944,0.621,1.586,0,0,0,0,0,0,0
02/08/2019,12,80.1,17.7,1014.5,3,10.6,29.6,17.4,2.6,0.032210721,0.013052605,10,3.33,0.455,0.434,1.52,0,0,0,0,0,0,0
03/08/2019,11.6,75.4,18.4,1012.5,3,9.1,29.4,17.3,1.5,2.28946156,3.069062844,9.93,3.03,0.247,0.362,1.483,0,0.2,3,0.2,1.6,9,1.6
04/08/2019,12.6,77.1,19.4,1005.9,3.6,11.3,28.9,17.7,2.6,6.117739642,8.151644273,10.4,3.37,0.3,0.391,1.513,1.2,8.4,6.8,1.6,15.2,19,5.8
05/08/2019,10.5,70,17.9,1000.5,4,12.4,30.4,17.5,2.8,0.075765984,0.073865328,10.4,3.53,0.444,0.423,1.512,0,0,0,0,0,0,0.2
06/08/2019,10,67.2,17.7,997,4,11,29.3,16.8,4,7.572558979,8.592799103,8.5,2.32,0.281,0.352,1.503,4.8,6.8,8,3,7,8,13.8
07/08/2019,10.3,73.4,16.7,996.7,4,13.3,27.1,16.5,3.8,0.391785899,0.14968787,11.3,3.03,0.313,0.349,1.503,0,0.4,0,0,0,0.2,0.4
08/08/2019,10.1,68,18,1002.2,4.9,16.4,26,16.6,2.5,18.6713812,19.14635576,10.1,2.16,0.203,0.334,1.519,15,21.4,16.2,14.6,17.2,18.4,21.4
09/08/2019,12.9,82.5,18.4,991.6,2.9,9.4,30.1,17.1,4.8,9.553183156,7.084028065,38.4,10.8,1.197,0.637,1.728,11.2,8.6,4.2,12.4,3.6,8,10.8
10/08/2019,11.6,78.6,17.3,989.7,3,8.2,30.6,16.9,6.2,19.10206281,21.81797164,50.1,25.4,1.581,0.905,1.788,4,23,15.6,3.2,21.8,25,24.6
11/08/2019,9.7,74.1,15.3,1000.4,2.8,6.8,28.4,15.8,4.4,0.333598164,0.429350557,44.7,22.1,3.103,1.578,1.872,0,1.2,0.6,0.2,0,0.2,0.6
12/08/2019,8.1,73.8,12.7,1006.9,2.6,7.2,28.6,14.5,2.3,4.438677302,4.248823861,23.1,9.06,1.381,0.77,1.687,2.8,2,3.6,2.2,1.2,7,4.8
13/08/2019,8,68.9,13.8,1009.3,4.3,15.2,27.6,14.4,2.8,2.48561439,2.751313332,17.3,6.11,0.885,0.588,1.611,1,3.4,1.4,1.2,2.6,2,2
14/08/2019,10.7,91.2,13.4,1002.8,1,3.6,30,14.2,2.6,9.996991842,9.846092602,18.7,6.92,0.638,0.492,1.568,5.2,7.2,10.6,5,8,7.8,9.4
15/08/2019,9.4,71.4,15.5,1002.8,3.7,12.4,29,14.7,4.4,0.932374804,1.293820291,22.4,8.01,1.212,0.668,1.659,0.2,1.4,0.8,0.2,0.4,1,1
16/08/2019,11,88.1,14.5,999,1,2.7,30.5,14.4,4.5,14.76892189,15.35339743,29.2,13.5,1,0.693,1.65,18.2,15.8,11.2,20.6,11.2,9.8,11.2
17/08/2019,9.1,67.5,16.2,993.9,4.1,11.9,30.2,14.9,4.1,0.193562236,0.403550005,30.9,13.6,2.223,1.026,1.725,0.2,1.2,0.2,0,0,0,0
18/08/2019,8.7,69.5,15,994.8,3.4,9.1,28.5,14.6,4.3,2.741082852,3.902509225,18,7.78,1.043,0.654,1.629,0,5.4,3.2,0.2,2.4,3.4,3.2
19/08/2019,8.9,70.2,15,1004.1,3.2,8.8,26.5,14.5,3.5,2.295142314,2.608947225,16.3,7.74,1.116,0.65,1.589,1.2,0.8,1.2,1,2.6,1.4,4.8
20/08/2019,8.3,68.8,14.4,1014.1,3.3,9.8,25.1,14.1,3.2,2.776271273,4.418064412,13.1,5.39,0.788,0.545,1.571,0.2,4.2,3.2,0.2,4.4,5.4,1.2
21/08/2019,9.9,72.9,16.3,1016.8,3.3,9.5,25.1,14.7,3.6,6.765152614,11.80087901,11.5,5.15,0.635,0.488,1.543,0,9.8,5.8,0,11.8,4.2,3.2
22/08/2019,11.4,75.5,17.6,1013.9,2.6,6.4,26.3,15.3,4.5,2.052417366,2.624072997,20.7,16.3,1.349,0.585,1.547,0.4,11.2,1.4,0.6,1.8,1.4,1.2
23/08/2019,12.3,71.9,20.1,1016,3.7,11.2,25,16.4,2.3,0.003716187,0.001869728,18.3,9.29,1.338,0.75,1.64,0,1,0,0,0,0,0
24/08/2019,10.2,64.5,19.8,1013,4.6,12,24.2,16.7,2.2,0.001870229,0.004051587,12.7,6.15,0.816,0.582,1.568,0,0.2,0,0,0,0,0
25/08/2019,10.5,64.7,20.3,1012.4,4.8,11.7,24.2,16.6,2,0.001119481,0.002583412,10.2,4.58,0.586,0.496,1.537,0,0,0,0,0,0,0
26/08/2019,12.7,72.4,20.7,1011.3,4.1,11.7,23.3,17.5,2,4.24E-05,1.86E-05,8.81,3.66,0.421,0.435,1.516,0,0,0,0,0,0,0
27/08/2019,12.7,73.3,20.5,1008.3,3.7,10.7,22.6,17.8,1.6,0.769792436,0.999600705,8.06,3.17,0.323,0.399,1.499,2.8,0.2,0.4,2,0.4,0.2,0.4
28/08/2019,11.4,84.3,15.7,1006,1.5,3.9,24.4,17.2,2.1,1.980129141,1.567010192,8.11,2.91,0.297,0.38,1.496,3.2,2,0.6,3.8,0.8,1.6,1.4
29/08/2019,9.2,72.2,15.3,1009.8,3.3,8.6,24.7,15.6,3.9,0.017496588,0.024410329,7.28,2.55,0.311,0.362,1.487,0,0,0,0,0,0,0
30/08/2019,10.2,67.1,18.1,1009,3.5,7.2,22.8,16.4,5.1,0.105922451,0.101156747,6.74,2.18,0.244,0.337,1.478,0,0.2,0,0.2,0,0.2,0
31/08/2019,9.4,71.1,15.5,1002.6,2.9,6.7,23.9,16.5,4.7,1.714987814,1.725132088,6.61,1.91,0.179,0.309,1.479,2.4,2.4,0.6,0.8,1.2,1,1.8
01/09/2019,8,72.5,12.8,1009.7,2.7,7.8,23.9,15.3,3.4,4.946503785,7.495230946,6.35,1.93,0.199,0.298,1.473,1.6,15.2,3.8,0.8,12,4.4,2.4
02/09/2019,9.2,76.8,14,1013.4,1.9,3.7,24.3,14.8,3.6,3.185958582,5.597216414,6.63,2.69,0.285,0.332,1.476,0,16.8,1.8,0,5,2.2,1
03/09/2019,10.9,76.4,16.7,1011.8,2.2,5.8,23.2,15.8,4.3,5.828660162,7.022103876,8.15,3.83,0.458,0.41,1.485,3.6,7.8,7,1.6,5.8,8.6,3.6
