Date,SF_absolute_humidity,SF_relative_humidity,SF_mean_air_temperature,SF_atmospheric_pressure,SF_potential_evaporation,SF_net_radiation,SF_volumetric_water_content,SF_soil_temperature,SF_wind_speed,catchment_daily_precipitation_armley,catchment_daily_precipitation_kildwick,discharge_armley,discharge_kildwick,river_level_snaygill,river_level_kildwick,river_level_kirkstall,headingley_precipitation,malham_precipitation,skipton_snaygill_precipitation,farnley_hall_precipitation,embsay_precipitation,silsden_precipitation,lower_laithe_precipitation
04/09/2019,9.3,76.6,14.1,1005.2,2.5,7.3,23.8,16,4.5,5.581191898,6.694717929,12.3,7.11,0.764,0.52,1.529,0.4,7.4,7.4,1.2,8,7.2,6.4
05/09/2019,7.6,66.9,12.9,1017,,,22.7,14.6,4,3.601380913,5.228726869,13.1,6.14,0.931,0.604,1.57,0,7.8,2.4,0,2.6,3.4,5
06/09/2019,8.8,74,13.9,1011.4,2.6,6.7,22.2,14.9,4.9,2.014389483,0.95664155,11.9,5.17,0.662,0.499,1.539,2.4,0.6,0.8,1.8,0.8,2.2,2.6
07/09/2019,7.3,69.4,12.1,1018.3,2.2,4.4,21.4,14.3,3.2,0.000203206,0.000329138,9.45,3.8,0.525,0.456,1.538,0,0,0,0,0,0,0
08/09/2019,7.1,70.9,11.6,1016.5,2.1,5.4,20.9,13.7,1.6,0.308722965,0.289574581,7.68,2.97,0.376,0.391,1.506,0,0.2,0,0,0.2,0.2,0.6
09/09/2019,9.4,91.2,11.5,1006.2,0.7,2.2,22.1,13.7,2.4,3.391737575,2.885559042,8.06,2.83,0.312,0.365,1.496,4.4,2,2.4,3.2,2.8,3.6,4
10/09/2019,8.5,78.1,12.7,1011.1,2.4,7.6,24.1,13.9,2.6,3.572978921,5.041475637,7.44,2.62,0.317,0.365,1.496,0.6,10.6,2.2,0.8,2.4,1.8,3.8
11/09/2019,9.9,74,15.8,1009.3,2.7,7.7,24.1,15,4.2,0.109181155,0.144676652,7.53,2.96,0.313,0.359,1.485,0,0,0,0,0,0.2,0
12/09/2019,10.8,78,16.2,1016.8,2.2,6.4,22.5,15.5,3.9,1.620170065,2.371380682,7.27,2.72,0.323,0.364,1.493,0,4,0.6,0,0.6,0.4,2.2
13/09/2019,7.3,66.5,12.8,1028.4,2.7,6.9,20.9,15.1,2.2,0.003194387,0.004361426,7.07,2.65,0.335,0.368,1.492,0,0,0,0,0,0,0
14/09/2019,7.6,65.9,13.9,1023.8,3,5.8,20.5,14.2,3.1,0.760587423,1.152967372,6.33,2.17,0.246,0.334,1.48,0,5,0.2,0,0.4,0.4,0.4
15/09/2019,9.2,74.7,14.4,1016.4,1.5,2.7,19.9,14.5,2.7,1.030159556,0.374513457,6.16,2,0.219,0.315,1.471,1.4,0,0,1.8,0,0.2,1.6
16/09/2019,8.1,74,12.8,1016.4,2.4,7.2,19.9,14.6,2,0.022391356,0.018725269,5.72,1.85,0.189,0.308,1.445,0,0,0,0,0,0.2,0
17/09/2019,6.4,64.8,11.6,1019.9,2.7,6.3,19.1,13.9,2.6,0.000294057,0.000329165,5.39,1.7,0.17,0.293,1.477,0,0,0,0,0,0,0
18/09/2019,7.3,73.7,11.3,1023.6,1.9,4.6,19.4,13.3,1.8,0.019863082,0.015126626,5.2,1.58,0.138,0.282,1.477,0,0,0,0,0,0.2,0
19/09/2019,9.2,76.1,14.6,1024.2,2.3,6.7,21,14.2,1.3,0.028960975,0.026979537,5.11,1.53,0.122,0.277,1.47,0,0,0.2,0,0,0,0
20/09/2019,9.4,78.9,14.2,1019.2,2.6,6.6,19.4,14.4,2.5,0.003759013,0.004009635,4.96,1.44,0.106,0.269,1.465,0,0,0,0,0,0,0
21/09/2019,9.1,76,14.8,1007.4,3,7.2,18.3,14.4,2.9,4.474369205,5.013556389,4.79,1.38,0.098,0.265,1.462,1.8,3.2,5,4.8,2.4,2.2,5.2
22/09/2019,11.3,92.5,14.1,997.7,0.9,3.4,20,14.5,1.9,5.59709331,5.540108133,8.16,1.79,0.15,0.284,1.488,7.8,5.2,3.4,8.2,5.6,7.2,3.4
23/09/2019,10.5,82.6,15.2,1000.3,2.2,6.8,21.1,15.2,3.7,5.748760524,4.123911665,7.51,1.91,0.187,0.301,1.484,14.6,9.6,5.6,16.6,7,8.2,10.8
24/09/2019,12.1,96,14.7,992.4,0.5,1.7,26.7,15,3.1,14.44086425,14.27029823,25.6,8.4,0.652,0.455,1.64,12.6,11.8,9.6,17.2,14.4,10.6,15
25/09/2019,11.3,89.5,14.9,992.4,1.1,4.1,31.6,15.1,1.7,11.58606438,12.4632456,19.3,6.54,1.025,0.659,1.646,9.6,13.2,9.6,9.2,10.2,11.4,9.8
26/09/2019,10.5,82.4,14.9,991.6,2,5.8,31.7,15.2,4.2,4.393900736,4.902989098,29.3,13,1.475,0.654,1.651,1.4,10.2,2.2,1,1,2,8.2
27/09/2019,9.6,84.4,13,991.9,1,0.9,32.3,14.1,4,19.5335051,21.46522084,30.8,15.1,1.409,0.736,1.662,11.4,27.4,15.6,11.6,16.2,16.6,27.6
28/09/2019,9.8,84.6,13.5,995.9,1.9,6.7,33.8,14,3.9,28.81053068,31.3498887,68.9,34,2.631,1.228,1.843,21.6,30.2,25.6,22.8,32.6,25.6,27.8
29/09/2019,9.9,93,11.9,990.3,0.7,1.5,36.5,13.6,3.8,14.57789861,15.9556572,115,56,3.732,2.192,2.137,8.2,15.2,4,9.8,14.4,13.4,19.6
30/09/2019,9.3,86.3,12.2,1000.5,1,2.3,37,13.1,2.2,21.30573457,20.98695913,86.7,51.2,3.647,2.159,2.023,20.8,23,15.8,17.8,19.2,22.2,23
01/10/2019,8.4,91.6,9.6,997.2,0.7,0.9,38.6,12.5,3.4,1.887397543,0.819963287,93,47.5,3.733,2.223,2.108,4,1.2,0.2,2.4,0.6,0.4,2
02/10/2019,6.1,73.9,8.2,1011.6,1.7,3.5,33.4,11,2.8,0.02275759,0.016597927,54,28.8,2.803,1.603,1.934,0,0,0,0,0,0,0
03/10/2019,6.8,86.6,7.2,1007.9,0.9,1.5,32.6,10.2,3.1,14.86088735,17.29739163,39.8,19.8,1.836,1.008,1.784,9.2,16.2,15.2,9.6,13.4,14.8,10.4
04/10/2019,9.3,93.2,10.9,998.5,0.8,2.9,34.3,11.4,2.1,1.681836084,1.959663343,51.4,28.9,2.724,1.277,1.842,0.4,2,1.4,0.8,1.6,1.2,1.6
05/10/2019,8.6,89.3,10.5,1008.1,1.1,3.2,32.4,11.5,2.7,22.59791526,23.77303121,47.8,24.1,2.086,1.031,1.787,20.4,29.6,18.6,17.2,22.2,22,19
06/10/2019,9.7,95.1,11.3,1004.5,0.7,3.2,37.3,12,3.6,5.493230717,4.512358921,83.3,41.7,3.594,1.813,2.013,4.8,6.2,2.8,7,4.8,9,5.6
07/10/2019,9.1,90.6,11.1,1004.6,0.6,0.6,36.7,11.7,4.1,3.001408858,5.428195995,54.2,28.6,2.938,1.486,1.916,0.6,5.6,3.2,1,6.8,2.2,0.4
08/10/2019,7.9,74.6,12,994.8,2,2.7,33.9,11.5,4.8,8.764383109,9.274896464,43.1,23.7,2.409,1.147,1.811,4.8,3,4.4,1.8,11.8,5.8,17.2
09/10/2019,7.7,81.2,10.3,993.8,1.4,2.9,31.6,11.2,4.2,7.152528925,5.006400813,52.6,20.8,2.289,1.061,1.851,4,3.8,4,7.8,5.4,3.4,12
10/10/2019,8.6,79,12.2,997.4,1.3,1.2,31.8,10.9,4.9,23.12190729,34.18295639,46.1,27.1,2.081,0.969,1.815,3.8,36.4,34.4,5.2,40.4,17.4,15.6
11/10/2019,8.8,77.9,12.9,993.9,1.3,1.1,33.3,11.8,4.1,4.443645817,6.15853148,75.2,50.4,3.872,2.029,1.937,0.4,5.2,5.8,0.6,2.8,5.6,4
12/10/2019,8.1,81,11,998.7,1,1.7,34.5,11.3,2.3,0.99870545,0.813855358,60.5,38.2,3.44,1.965,1.939,1.4,2,0.8,2,0.8,0.4,0.6
13/10/2019,9.1,94.3,10.5,996.6,0.4,0.9,34.2,11.4,2.2,5.917425135,6.587066379,49,26.9,2.488,1.361,1.85,4.6,4.2,5.8,3.6,5.2,7.8,4.2
14/10/2019,8.4,94.4,9.2,1001.3,0.5,1.5,35.2,10.7,2.3,8.210993887,7.330390987,42.4,19.5,2.045,1.03,1.797,9,5.2,7.6,8,10,10,10
15/10/2019,8.6,88.9,10.5,995.9,0.8,2.6,35,11.2,2.8,2.968772612,2.815931092,40,17.4,1.995,0.975,1.806,3,5.4,1.2,2.6,1.6,2.8,3.4
16/10/2019,8.1,86.2,10,994.6,0.9,0.8,34.3,10.9,3.1,0.296026053,0.284004991,30.9,13.4,1.591,0.849,1.735,0.2,0.8,0,0.2,0,0.2,0.2
17/10/2019,7.5,86.6,8.8,996.3,1.2,2.9,34.5,9.7,3.4,7.034163882,5.529853897,27.4,10.9,1.317,0.751,1.687,14.6,8,3.8,10.4,4.4,7,7.4
18/10/2019,8.1,88,9.8,988.8,1.2,4.3,34.5,10.4,2.9,6.106644888,9.745175456,29.8,12.7,1.303,0.735,1.728,1.4,9.2,9,1.8,14.8,4.8,4
19/10/2019,7.8,88.2,9.1,992.3,0.9,2.4,33.1,10.4,2.1,0.567212087,0.890415721,33.3,19.1,2.395,1.027,1.718,0.6,0.6,0.4,0.4,0.6,0.4,0.4
20/10/2019,7.6,87,8.9,1006.3,0.9,2.5,33.1,10.1,4.6,0.47689398,0.388422333,24.4,11.7,1.552,0.806,1.702,1.6,0.8,0,1.4,0,0.2,0.2
21/10/2019,7.7,89.2,8.6,1015.3,0.7,1.3,32.1,10.2,3.1,0.029982359,0.025298248,19.4,8.76,1.204,0.69,1.645,0,0.2,0,0,0,0,0
22/10/2019,7,82.7,8.3,1014.2,0.8,0.1,32.2,9.2,2.9,0.000759549,0.000452524,16.3,7.11,0.932,0.605,1.613,0,0,0,0,0,0,0
23/10/2019,7.5,85.4,9,1005.9,0.9,0.7,30.1,9.3,3,0.138784182,0.200105734,14.4,6,0.766,0.561,1.585,0,0.6,0,0.2,0.2,0.2,0.2
24/10/2019,8.1,92.8,8.8,997,0.4,0,32.5,9.1,1.8,5.228996469,6.148154858,13.7,5.61,0.62,0.508,1.566,2.6,5.8,6,1.2,5.4,6.6,7.6
25/10/2019,7.7,94.8,7.6,1000.3,0.4,0.2,34.4,9,2.8,39.58905278,36.96416487,68.3,28,2.207,1.085,1.874,41,29.2,38.2,43.4,37.2,40,38.4
26/10/2019,6.3,91.1,5.2,1001.5,0.4,-1,39.6,8.1,2.4,4.372045497,3.949658064,105,45.8,3.821,2.118,2.173,4.8,3.6,3,4.8,2.6,4,4.4
27/10/2019,6.2,76.1,7.8,1014.5,1.1,-0.2,37.6,7.3,3.7,0.115597973,0.114334025,53.9,24.9,2.852,1.467,1.944,0.2,0,0,0,0,0.2,0.2
28/10/2019,5.4,82.7,4.5,1020.4,0.7,-0.9,34.7,6.6,2.2,0.075389327,0.065109517,32.8,13.6,1.784,0.925,1.778,0,0.2,0.2,0.2,0,0,0.2
29/10/2019,5.9,86.4,5,1022.6,0.6,-0.4,33,6.3,2.3,0.022848974,0.009008557,22.9,9.38,1.208,0.717,1.682,0,0,0,0,0,0,0
30/10/2019,6,84,5.9,1021.1,0.9,1.4,34.6,6.5,2.4,0.010253335,0.001523065,18.7,7.54,0.971,0.625,1.632,0,0,0,0,0,0,0.2
31/10/2019,6.2,83.7,6.4,1013.8,0.7,1.2,32.8,6.8,2.4,5.9900703,6.178130977,16.2,6.4,0.814,0.572,1.603,7.2,8.2,4.2,6,4.4,4.6,4.8
01/11/2019,9,98.3,9.4,989.4,0.2,1.2,35.1,8,4.4,8.766917191,11.71968531,22,12.7,0.927,0.617,1.618,4.2,18.8,7.2,3.8,10,3.8,6.2
02/11/2019,8.1,89.9,9.3,969.7,0.5,0.1,36,9,3.6,3.50079185,2.383883343,37.6,18.3,2.334,1.059,1.745,5,1.2,2.2,4.6,2.8,3.2,3.8
03/11/2019,7.3,91,7.6,973.3,0.8,2.6,35.3,8.3,2.3,1.572436528,1.421815874,24.9,10.8,1.355,0.76,1.685,1.6,1,1,1.6,1.2,1.2,1.8
04/11/2019,8,96.4,8.1,978.9,0.3,1.1,36.8,8.6,2,6.354586023,5.412813447,27.6,10.3,1.259,0.709,1.679,5.8,7.6,6,3.4,6.4,5.2,6
05/11/2019,7.4,88.9,8.1,994.8,0.4,-0.8,36,8.7,4.2,0.237891388,0.145228223,25.1,9.02,1.258,0.694,1.693,0.8,0.4,0,1,0,0.2,0
06/11/2019,5.9,89.5,4.4,996.3,0.4,-0.4,35.3,7.1,2.3,14.25070299,11.98892459,20.8,7.52,0.922,0.608,1.638,13.8,10.4,13.4,13.6,10.8,18,16.6
07/11/2019,6.8,86.5,7.2,988.1,0.7,0,37.1,7.3,4.4,14.24084914,8.316420736,96.6,26.3,2.253,1.124,2.037,20.2,5.4,7.8,19.8,5,11,20.6
08/11/2019,6,86.5,5.2,1001.9,0.6,-0.8,35,6.9,4.8,0.550988438,0.180781112,43.3,13.6,1.971,0.97,1.894,1.2,0.2,0,0.8,0,0,0.8
09/11/2019,5.2,86.2,3.3,1001.2,0.4,-0.7,34.6,5.9,1.6,0.327713655,0.427775428,27.2,9.1,1.275,0.727,1.726,0,0.4,0.4,0.2,0.4,0.6,0.2
10/11/2019,5.3,81,4.4,1006.2,0.6,0,34.9,5.7,2.3,6.366053535,6.783742669,22.7,7.94,1.042,0.627,1.661,5.8,12.8,4,5.4,4.4,4.2,7
11/11/2019,6,83.4,6,990.3,0.9,0.7,34.9,6.2,5.6,19.11761325,22.9895191,35.1,19.8,1.409,0.737,1.695,8,37.4,15.6,9.2,21.8,16.8,24.4
12/11/2019,6,79.3,6.6,986.9,1.1,0.7,38.1,6.2,5.2,0.373642062,0.259395238,65.5,33.5,3.416,1.683,1.919,0.8,0.2,0.2,0.6,0.2,0.6,0.4
13/11/2019,5.5,87.3,3.8,990.9,0.3,-2.3,35.2,5.5,2,0.204704297,0.336695431,36.1,16.3,2.159,1.037,1.811,0,0.2,0,0,0.8,0,0.2
14/11/2019,5.7,82.6,5.2,995.4,0.7,-1.1,32.9,5.2,5,9.39925788,5.061165811,34.2,11.7,1.549,0.788,1.714,17.6,4.8,3.8,10.8,6,5.6,10
15/11/2019,6.6,86.3,6.8,1002.3,0.7,0.6,37.8,6,4.6,1.230889522,1.40700609,33.5,10.3,1.354,0.727,1.771,1.4,2.2,0.6,1.4,1.8,1,1.2
16/11/2019,7.7,95.2,7.6,1000.2,0.2,0.8,36.4,6.8,2.6,10.67634851,11.67752219,26.1,8.73,1.143,0.675,1.697,4.4,15.4,10.4,8.8,16,15,9.4
17/11/2019,7.3,94.2,6.9,1006.5,0.3,-0.1,38.5,7.3,3,0.753779355,0.51274424,44.8,18.3,1.849,0.789,1.744,0.2,0.4,0.2,0,0.2,0.4,1.4
18/11/2019,5,80.3,3.8,1010.9,0.6,-2,35.4,5.8,3,0.016521093,0.007959255,28.7,10.8,1.577,0.815,1.761,0,0,0,0,0,0,0.2
19/11/2019,4.6,89,0.8,1009,0.3,-2.1,34.3,3.9,2.1,0.041514128,0.037010233,21.9,8.47,1.15,0.658,1.668,0,0,0,0.2,0,0,0
20/11/2019,5.3,88.3,3.1,1006,0.5,-1,35,4,3.3,0.013196364,0.012845186,18.8,7.1,0.961,0.606,1.634,0,0,0,0,0,0,0
21/11/2019,5.4,83.9,4.1,999.5,0.5,-0.5,33.6,4.1,2.9,2.455217973,1.648109387,16.8,6.52,0.878,0.567,1.609,3.2,1.8,1.4,3.6,1.8,2.4,3
22/11/2019,7,92.7,6.5,990.9,0.3,0.4,33.8,5.4,3.5,2.866059499,2.173080576,17.2,5.92,0.747,0.548,1.609,3.8,1.6,1.8,3,2.6,4.2,3.4
23/11/2019,7.9,95.8,8.1,992.2,0.1,0.3,33.2,6.5,2.9,5.472415084,4.063918814,22.1,5.73,0.683,0.518,1.635,6.8,3.2,3.4,7.6,3.4,6.6,5.8
24/11/2019,8,97.1,8,996.3,0.2,1.1,35.2,7.2,1.7,0.440528825,0.427886768,19.5,5.64,0.723,0.534,1.651,0.2,0.6,0,0,0.2,0.4,0.6
25/11/2019,8.5,97.2,8.8,995,0.1,0.5,35.6,7.7,4.1,7.801298344,8.468962078,21.6,7.83,0.683,0.512,1.639,6.6,17.2,4,5.4,6.6,6.4,8.8
26/11/2019,8.6,97.6,9,985.8,0.2,0.7,37.6,8.1,3.1,3.309558597,1.91749795,27.8,10.5,1.288,0.722,1.706,6.8,4.2,1.4,4.4,1.2,2.4,5
27/11/2019,7.8,96.2,7.7,978.3,0.3,0.8,35.4,7.6,3.5,8.281754827,6.863622645,31.8,9.07,1.026,0.653,1.709,9.2,3.8,4,9,4,3.6,15
28/11/2019,7,90.5,6.9,989.9,0.3,-1.5,38.7,7.6,4.2,2.751118889,2.056288017,38.5,10.7,1.37,0.723,1.776,2.4,0.8,2,2.6,1,2,4.8
29/11/2019,5,84.2,3,1010.4,0.4,-2.4,35.7,5.3,2.4,0.0811416,0.084538155,24.4,7.25,1.11,0.651,1.725,0,0,0,0,0.2,0.2,0.2
30/11/2019,4.7,93.3,0.6,1017.4,0.3,-1.8,35.3,3.6,1.5,0.113123053,0.07993704,18.9,5.92,0.802,0.547,1.644,0.2,0.2,0.2,0.2,0,0,0.2
01/12/2019,4.7,86.6,1.5,1020.5,0.3,-2.2,35.8,3.2,2.1,0.05216125,0.042132473,16.4,5.17,0.714,0.512,1.619,0,0.2,0,0,0,0,0.2
02/12/2019,5.3,79.9,4.3,1023.1,0.6,-0.4,35.8,3.1,2.9,0.027582977,0.011907405,14.8,4.63,0.547,0.478,1.594,0,0,0,0,0,0,0
03/12/2019,5.9,81.2,6,1017.7,0.6,-1.4,33,4.3,3.1,0.001134813,0.000705469,13.7,4.67,0.578,0.476,1.581,0,0,0,0,0,0,0
04/12/2019,5.7,84.1,5,1011.6,0.5,-1.1,34.1,3.9,2.3,0.12351062,0.223161241,12.6,4.03,0.521,0.453,1.569,0,0.2,0,0,0,0,0
05/12/2019,6.8,82.3,7.9,1004.2,0.7,-1.5,35.4,4.7,5.9,9.652696752,14.70759209,13.5,7.54,0.472,0.444,1.563,1,17.8,6,2.2,8.8,3.6,8.6
06/12/2019,8.2,84.2,10.5,993.3,0.5,-1.1,36.1,7.1,5.2,2.979667928,2.83105657,32.8,16,1.782,0.767,1.621,0.6,3.8,2.4,1.2,1.2,2.4,6
07/12/2019,7.1,79.8,9.2,999.3,0.7,-0.8,35.2,6.8,4.5,10.7822669,12.43486781,23.5,11.9,1.267,0.714,1.678,3,10.6,9.6,3.2,8.4,8.2,13.4
08/12/2019,6.1,73.8,8,983.3,1.3,-2,34.9,6.7,7.9,10.76357704,13.93046198,53.4,33.4,2.44,1.176,1.776,3.6,13.4,18.8,3.4,15.2,14.4,11.8
09/12/2019,4.9,72.7,5,1002.2,0.9,-3,35.8,5,4.4,0.4614076,0.630959902,44.3,21.2,2.981,1.509,1.895,0.2,0.8,0.6,0.2,0.4,0.4,0.2
10/12/2019,6.4,84.1,6.5,998.5,0.7,-1.3,35.3,4.9,6.7,11.61749478,13.79443028,40.5,22.4,1.805,0.894,1.734,5.2,16,10.8,5.4,8.6,7.4,16.4
11/12/2019,5.3,81.9,4.3,993.6,0.4,-3.9,36.3,4.7,3.6,1.50919177,2.092061979,41.4,19.8,2.54,1.208,1.843,0.2,3,1,0.2,1,1.2,2
12/12/2019,5.7,92.3,3.4,977.9,0.2,-1,36.2,3.8,3.8,7.698642129,8.295671518,38.7,20.7,1.878,0.892,1.742,6.6,10,9,7.6,6.8,5.8,7.4
13/12/2019,5.9,82.9,5.7,967.8,0.4,-2.3,35.8,4.2,3.3,8.481856094,7.535281174,41.8,17.5,2.231,1.06,1.812,4.6,7.8,5.6,7.8,5.4,4.6,15
14/12/2019,5.1,79.6,4.1,976.3,0.8,-0.8,34.1,3.9,5.5,20.07742856,24.89023748,50.4,20,2.073,0.943,1.836,10.4,4.8,21.8,11.6,9.4,11.6,21.6
15/12/2019,5.2,83.5,3.8,982.2,0.6,-0.8,35.9,3.6,4.6,4.114818947,6.518670245,64.9,35,2.897,1.327,1.912,0.2,17.6,9.4,0.8,18.4,9,3.2
16/12/2019,5.2,80.8,4.3,990,0.4,-3.8,32.6,3.3,4,0.029191781,0.027813625,59.4,34.5,3.495,1.705,1.93,0,3.8,0,0,0.4,0,0
17/12/2019,5,92.6,1.7,993.2,0.2,-2.3,32.3,2.6,1.6,0.300349687,0.286302236,37.6,17.8,2.403,1.177,1.848,0,2.2,0.4,0.2,0.4,0.2,0.4
18/12/2019,5.6,96.5,2.5,998.7,0.2,-0.8,36,2.4,4.1,9.696514622,11.64329335,32.3,16.5,1.664,0.824,1.727,7.2,30.8,6.8,5.4,7.4,9.6,8.8
19/12/2019,8.4,91.7,9.5,986.3,0.3,0.6,35.4,5.4,5.6,5.020206182,5.176142504,55.3,31.2,2.863,1.284,1.832,4.4,4.6,4.6,4.4,4.6,5.2,6.2
20/12/2019,7,91.2,6.8,972.5,0.2,-1.5,33.6,5.9,3,0.577229057,0.525711746,40.6,18.5,2.586,1.294,1.882,1.8,3,0,1.4,0.6,0,0.2
21/12/2019,6.5,94.5,5.1,971.3,0.2,-0.5,36.8,5,2.8,1.31036186,1.054347114,28.3,12.3,1.559,0.82,1.723,3.6,1.2,0.8,3.6,0.8,1,1.2
22/12/2019,6.6,90.3,6.2,977.5,0.4,0.3,34.5,5.4,2.1,3.72805782,3.709133503,23.7,9.74,1.274,0.712,1.679,1.4,6,2.8,1.4,2.4,3,6.2
23/12/2019,6.2,79,7.2,995.5,0.8,-1.6,35.1,5.2,5,2.749776046,3.188866055,23.7,9.41,1.334,0.687,1.669,2,3.2,2.4,2.2,2.8,1.4,2.8
24/12/2019,6.6,89.6,6.3,998.9,0.4,0.2,32.2,5.5,3.3,2.452030947,3.369745587,24.8,10.9,1.3,0.684,1.662,0.2,6.2,2.8,0.2,3.4,3.2,2
25/12/2019,6.1,85.2,5.8,1015.1,0.3,-1.8,34.2,4.9,2.2,0.002787369,0.005159382,22.2,9.32,1.401,0.715,1.678,0,0,0,0,0,0,0
26/12/2019,6.3,93.8,4.8,1011.3,0.2,-0.4,34.9,4.9,2.7,0.683180466,0.466912701,18.3,7.6,1.102,0.623,1.632,0.4,0.6,0,0.8,0.6,0.6,0.4
27/12/2019,7,94.9,6.3,1021.8,0.2,0.5,35.4,5.6,3,0.169439916,0.115204468,16.1,6.4,0.982,0.573,1.617,0.2,0.2,0,0.2,0.2,0.2,0.2
28/12/2019,7.4,92.3,7.6,1026,0.1,-1.5,35.3,6,2.9,0.002395036,0.00413287,14.7,5.96,0.908,0.541,1.596,0,0,0,0,0,0,0
29/12/2019,7,85.5,7.8,1022.2,0.2,-1.3,36.6,6,2.4,0.005974683,0.009853067,13.5,5.14,0.764,0.511,1.584,0,0.2,0,0,0,0,0
30/12/2019,6.5,83.4,7,1019.5,0.5,-0.9,35.3,5.3,2.6,0.310858668,0.586632269,12.4,4.68,0.676,0.481,1.573,0,2.2,0,0,0.2,0,0
31/12/2019,5.5,92.1,3.2,1027,0.2,-1.8,36.4,4.4,1.2,0.01127962,0.014495884,11.6,4.34,0.663,0.463,1.563,0,0.2,0,0,0,0,0
01/01/2020,5.8,90.8,4.2,1020.9,0.3,-0.7,34.3,4.5,2.2,0.026167253,0.058314066,11,4.09,0.595,0.448,1.556,0,0,0,0,0,0,0
02/01/2020,6.6,80.5,7.9,1007.1,0.6,-1.4,34.8,4.8,4.3,2.573575379,2.890314544,11,4,0.479,0.436,1.548,0.4,4.8,1.2,0.4,1.6,2.2,3.6
03/01/2020,6,76.2,7.2,1013,0.8,-1.1,34.6,5.6,4.4,0.413167206,0.741519137,11.4,4.32,0.679,0.46,1.558,0,3.8,0,0,0,0,0.2
04/01/2020,6.5,79.8,7.7,1023.5,0.8,-0.6,32.5,5.6,4.8,1.099058572,1.755990034,10.4,3.9,0.602,0.432,1.554,0,3.8,0.4,0,1,0.4,0.8
05/01/2020,7,83.5,8.1,1021.4,0.6,-0.1,34.5,6.1,3.9,0.795319731,1.238240981,10.9,4.91,0.659,0.462,1.546,0,2,0.2,0,0.6,0,0.8
06/01/2020,6.2,75.2,8,1009.5,1,-1.6,35,6.3,5.5,1.250329172,2.299364655,11.3,4.81,0.606,0.482,1.559,0,2.4,2.4,0,2.8,0.8,0.2
07/01/2020,7.5,79.7,9.9,1007.2,0.8,-1.5,32.4,6.3,5.5,0.502772691,0.859113634,10.8,4.57,0.624,0.477,1.548,0,2.8,0.2,0,0.4,0,0.8
08/01/2020,6.3,73.5,8.5,1011,0.9,-1.4,33.2,7.1,3.5,16.93606218,16.52179696,16.7,6.04,0.644,0.456,1.547,15.8,18,14.4,0.2,16.4,14.6,19.6
09/01/2020,6.4,91.8,5.3,998.4,0.4,0.3,36.4,6.2,3.9,0.223369658,0.302566005,41.1,20.3,2.038,0.879,1.752,0.2,0.6,0.2,0,0.4,0.2,0
10/01/2020,5.3,78.6,5,1014.4,0.7,-1.5,35.2,5.2,3.4,0.010278884,0.015265048,21.5,9.07,1.35,0.738,1.696,0,0.2,0,0,0,0,0
11/01/2020,7.4,78.1,10.1,1007.8,1.2,-0.6,34.9,6.3,7.4,18.94932936,24.62613834,27.3,19.3,1.283,0.674,1.626,5.4,29.4,16.8,5.2,19,15.4,20.4
12/01/2020,6.4,87,6.2,1007,0.5,-1.3,37.5,6.3,2.9,2.476830678,2.26770966,61.1,34.5,3.559,1.731,1.905,2.2,2.4,2.2,2,2.2,3.2,2.8
13/01/2020,6,84.5,5.6,994.1,0.6,-2.6,36.9,5.1,6.5,4.030462707,4.485443566,36.4,17.9,2.12,1.042,1.8,2.2,4.6,3.4,3.8,3.8,4.2,5.2
14/01/2020,6.2,79.9,7,982,0.7,-2.6,36.4,5.2,5.9,8.272731169,8.658710699,41.6,19.6,1.902,0.921,1.77,6.8,13.8,5.6,7.8,5,6.6,10.2
15/01/2020,5.4,72.2,6.6,994.9,1,-3.1,36.3,5.2,5.4,0.100458996,0.101739474,33,14.6,2.166,1.003,1.792,0.4,0,0,0,0,0,0
16/01/2020,6.7,84,7.4,1002.1,0.6,-2.1,33.8,5,6.1,4.823914889,5.065391702,23.5,10.1,1.29,0.73,1.678,2.2,5.2,2.6,2.6,3.2,4.6,5.6
17/01/2020,6,82.2,6.1,1002,0.5,-1.6,36.2,5.7,3.5,3.830090829,4.273114529,26,11.6,1.426,0.719,1.663,1.8,4.2,4,2,5,2.8,4.2
18/01/2020,5,77.9,4.3,1019.8,0.6,-2.7,34.8,4.3,4,0.032145627,0.037549601,24.5,10.8,1.523,0.765,1.699,0,0.2,0,0,0,0,0
19/01/2020,4.9,78.3,3.8,1037.3,0.5,-2.1,34.7,3.4,2.3,0.093451608,0.109528798,18.6,7.88,1.12,0.646,1.64,0,0,0,0,0.2,0.2,0
20/01/2020,5.7,82.1,5.4,1038.2,0.5,-2.3,35.7,3.6,3.3,0.005350017,0.000802566,16.3,6.73,0.953,0.585,1.609,0,0,0,0,0,0,0
21/01/2020,6.4,86.1,6.2,1033.4,0.4,-1.3,34,3.7,2.6,0.066082908,0.127016839,14.5,5.86,0.837,0.544,1.589,0,0.4,0,0,0,0,0
22/01/2020,7.6,89.7,8.5,1030.5,0.3,-0.8,35.7,5.1,2.2,0.125639014,0.184293365,13.4,5.29,0.753,0.514,1.577,0,0,0,0,0,0.2,0
23/01/2020,7.1,88.3,7.6,1023.8,0.5,1.2,35.4,5.6,2.4,0.049841256,0.078277863,12.6,4.83,0.686,0.49,1.568,0,0.4,0,0,0,0,0
